,text,truth,tfidf_lr,tfidf_nb,freq_lr,freq_nb
309,"['[CLS]', 'poverty', 'rates', 'america', 'today', '##t', 'much', 'better', 'started', 'war', 'poverty', '.']",half-true,half-true,mostly-true,mostly-true,mostly-true
310,"['[CLS]', 'says', 'sons', 'targeted', 'facebook', '-', '-', 'state', 'protesters', '.']",half-true,true,false,true,false
311,"['[CLS]', 'republican', 'elected', 'governor', 'great', 'state', 'florida', 'paid', 'campaign', 'staff', '##ers', ',', 'money', ',', 'american', 'express', 'gift', 'cards', '.']",half-true,barely-true,true,true,true
312,"['[CLS]', 'marco', 'rub', '##io', 'tried', 'insert', '$', '1', '.', '5', 'million', 'rowing', 'institute', 'state', 'budget', '.']",pants-fire,mostly-true,half-true,mostly-true,half-true
313,"['[CLS]', 'recently', ',', '75', 'percent', 'sort', '##ies', 'left', 'base', 'came', 'back', 'without', 'dropping', 'ordnance', '##s', ',', 'concern', 'making', 'sure', 'civilian', 'casualties', '.']",mostly-true,mostly-true,false,mostly-true,false
314,"['[CLS]', 'single', 'documented', 'case', 'abuse', 'bulk', 'metadata', 'collection', '##pro', '##gram', '.']",half-true,true,true,true,true
315,"['[CLS]', 'obama', '##care', ',', 'many', 'part', '-', 'time', 'jobs', '.']",false,pants-fire,false,pants-fire,false
316,"['[CLS]', 'confederate', 'battle', 'flag', 'south', 'carolina', 'state', '##house', 'must', 'fly', 'height', '30', 'feet', '.', 'changes', '-', '-', 'taken', ',', 'even', 'half', '-', 'staff', ',', 'done', '-', '-', 'must', 'passed', 'super', '##ma', '##jo', '##rity', 'general', 'assembly', '.']",true,mostly-true,mostly-true,true,mostly-true
317,"['[CLS]', 'every', 'worker', 'pays', '15', '.', '3', 'percent', 'payroll', 'tax', '.']",barely-true,false,half-true,false,half-true
318,"['[CLS]', 'walton', 'family', ',', 'owns', 'wal', '-', 'mart', ',', 'controls', 'fortune', 'equal', 'wealth', 'bottom', '42', 'percent', 'americans', 'combined', '.']",true,half-true,true,true,true
319,"['[CLS]', 'president', 'obama', 'pushed', 'stimulus', 'based', 'promise', 'keeping', 'unemployment', '8', 'percent', '.']",barely-true,barely-true,false,barely-true,false
320,"['[CLS]', 'ed', 'gillespie', 'supports', 'person', '##hood', 'amendment', '.']",false,true,half-true,true,half-true
321,"['[CLS]', '(', 'bill', ')', 'aye', '##rs', 'obama', 'ran', 'radical', 'education', 'foundation', 'together', '.']",pants-fire,mostly-true,false,mostly-true,false
322,"['[CLS]', 'president', 'obama', 'shrinking', 'military', '.']",half-true,barely-true,half-true,half-true,half-true
323,"['[CLS]', 'reason', 'unemployment', 'rate', 'going', 'twice', 'many', 'people', 'dropped', 'employment', 'pool', 'number', 'jobs', 'created', '.']",barely-true,false,half-true,false,half-true
324,"['[CLS]', 'cap', 'trade', 'legislation', 'originally', 'republican', 'idea', '.']",mostly-true,false,false,false,false
325,"['[CLS]', 'says', 'james', 'lange', '##vin', 'voted', 'spend', '$', '3', 'billion', 'jet', 'engine', 'one', 'wants', '.']",barely-true,false,false,false,false
326,"['[CLS]', 'says', 'congressman', 'steve', 'roth', '##man', 'voted', 'funding', 'president', 'barack', 'obama', '##s', 'auto', 'bail', '##out', 'would', 'let', 'auto', '##makers', 'go', 'bankrupt', '.']",half-true,false,half-true,false,half-true
327,"['[CLS]', 'georgia', '##s', 'high', 'school', 'graduation', 'rate', 'topped', '80', 'percent', '2010', '.']",half-true,half-true,half-true,half-true,half-true
328,"['[CLS]', 'bill', 'sent', 'governors', 'office', ',', 'option', 'changing', '.', 'sign', '##t', 'sign', '.', 'lots', 'conversation', ',', 'really', 'opportunity', 'sort', 'amend', '##ing', '.']",half-true,false,false,false,false
329,"['[CLS]', 'irs', 'already', 'planning', '19', ',', '500', 'new', 'employees', 'administer', 'obama', '##s', 'health', 'care', 'mandate', '.']",pants-fire,barely-true,barely-true,barely-true,barely-true
330,"['[CLS]', 'campaign', 'alone', 'created', 'jobs', 'state', 'rhode', 'island', 'na', '##rra', '##gan', '##sett', 'beer', '.']",mostly-true,half-true,half-true,half-true,half-true
331,"['[CLS]', 'algeria', 'wanted', 'taken', 'terror', 'list', 'time', 'made', 'un', '##re', '##port', '##ed', 'donation', 'clinton', 'foundation', '.']",false,barely-true,barely-true,barely-true,barely-true
332,"['[CLS]', '(', 'health', 'care', ')', 'law', 'demand', 'cancellation', '##s', 'go', '.']",barely-true,false,false,false,false
333,"['[CLS]', 'says', 'half', 'trillion', 'dollars', 'cuts', 'medicare', 'going', 'go', 'place', 'result', 'health', 'care', 'reform', '.']",barely-true,half-true,half-true,half-true,half-true
334,"['[CLS]', 'highest', 'tax', 'rate', 'anywhere', 'world', '.']",false,mostly-true,false,mostly-true,false
335,"['[CLS]', 'nevada', 'democratic', 'party', 'leaders', 'hi', '##jack', '##ed', 'process', 'floor', 'state', 'convention', 'ignoring', 'regular', 'procedure', 'ram', '##ming', 'wanted', '.']",false,mostly-true,mostly-true,mostly-true,mostly-true
336,"['[CLS]', 'says', 'obama', 'administration', ',', 'debt', 'nearly', 'doubled', '.']",mostly-true,half-true,half-true,half-true,half-true
337,"['[CLS]', 'ballistic', 'tests', 'confirmed', 'death', 'least', 'one', 'u', '.', '.', 'border', 'patrol', 'agent', 'caused', 'weapons', 'part', 'federal', 'arms', 'trafficking', 'operation', '.']",false,false,false,false,false
338,"['[CLS]', 'says', 'plan', 'end', 'toll', 'ga', '.', '400', 'fulfill', '##s', 'campaign', 'promise', 'commuter', '##s', '.']",barely-true,true,false,true,false
339,"['[CLS]', 'know', ',', 'thing', 'first', 'hit', ',', 'signed', 'declaration', 'emergency', 'six', 'counties', 'directly', 'affected', ',', 'impacted', 'pan', '##hand', '##le', ',', 'extended', 'long', 'thereafter', 'sara', '##so', '##ta', 'county', '.']",mostly-true,barely-true,barely-true,barely-true,barely-true
340,"['[CLS]', 'says', 'mark', 'pry', '##or', 'voted', 'give', 'social', 'security', 'benefits', 'illegal', 'immigrants', '.']",false,barely-true,barely-true,barely-true,barely-true
341,"['[CLS]', 'says', 'central', 'health', 'districts', 'tax', 'rate', 'lowest', 'among', 'largest', 'counties', 'texas', ',', 'continue', 'lowest', 'voters', 'approve', 'proposed', 'tax', 'increase', '.']",mostly-true,true,true,true,true
342,"['[CLS]', 'austin', 'tea', 'party', 'ultra', '-', 'conservative', 'millionaire', 'behind', 'campaign', 'city', '##s', 'light', '-', 'rail', 'proposition', '.']",half-true,barely-true,mostly-true,mostly-true,mostly-true
343,"['[CLS]', 'current', 'u', '.', '.', 'immigration', 'policy', ',', 'literally', 'one', 'person', 'green', 'card', ',', 'extreme', ',', 'bring', '270', 'relatives', '.']",false,mostly-true,mostly-true,mostly-true,mostly-true
344,"['[CLS]', 'obama', 'says', 'america', 'great', ',', 'let', ""'"", '""', 'try', 'change', '.', '""']",pants-fire,pants-fire,false,pants-fire,false
345,"['[CLS]', '20', 'colleges', 'universities', 'athletic', 'departments', 'revenue', 'exceeding', 'expenses', '.']",true,half-true,mostly-true,true,mostly-true
346,"['[CLS]', 'city', 'charlotte', 'passed', 'bathroom', 'ordinance', 'mandate', 'every', 'private', '-', 'sector', 'employer', 'charlotte', '.']",barely-true,barely-true,half-true,half-true,half-true
347,"['[CLS]', 'medicare', 'going', 'broke', '.', 'trust', 'fund', 'goes', 'bankrupt', '202', '##6', '.']",barely-true,barely-true,false,half-true,false
348,"['[CLS]', 'clinton', '##s', 'foundation', 'took', 'millions', 'foreign', 'governments', 'including', 'united', 'arab', 'emirates', 'saudi', 'arabia', '.']",true,barely-true,barely-true,barely-true,barely-true
349,"['[CLS]', 'rick', 'perry', '(', 'campaign', ')', 'chairman', 'al', 'gore', 'one', 'time', ',', 'many', 'years', 'ago', '.']",half-true,half-true,half-true,half-true,half-true
350,"['[CLS]', 'husband', 'never', 'gotten', 'penny', 'money', 'farm', '.']",false,false,false,false,false
351,"['[CLS]', 'health', 'care', 'law', 'adds', 'around', '$', '800', 'billion', 'taxes', 'american', 'people', '.', 'disc', '##rim', '##inate', 'rich', 'poor', '.']",false,mostly-true,mostly-true,mostly-true,mostly-true
352,"['[CLS]', 'says', 'obama', 'policies', 'contributed', 'gas', 'prices', 'rising', '$', '1', '.', '89', 'january', '2009', '$', '3', '.', '51', 'today', '.']",barely-true,barely-true,barely-true,barely-true,barely-true
353,"['[CLS]', 'u', '.', '.', 'rep', '.', 'alan', 'grayson', '""', 'compared', 'former', 'vice', 'president', 'vampire', '.', '.', '.', 'compared', 'america', ""'"", 'health', 'care', 'system', 'holocaust', '.', '""']",mostly-true,barely-true,false,barely-true,false
354,"['[CLS]', 'back', 'great', 'recession', ',', 'millions', 'jobs', 'across', 'america', 'hung', 'balance', ',', 'donald', 'trump', 'said', 'rescuing', 'auto', 'industry', '##t', 'really', 'matter', 'much', '.', 'said', ',', 'quote', ',', 'let', 'go', '.']",pants-fire,mostly-true,mostly-true,mostly-true,mostly-true
355,"['[CLS]', 'says', 'rep', '.', 'charles', 'bass', 'supports', 'pri', '##vati', '##zing', 'social', 'security', ',', 'risking', 'trillion', '##s', 'wall', 'street', '.']",barely-true,barely-true,barely-true,barely-true,barely-true
356,"['[CLS]', 'russia', 'went', 'war', 'georgia', '2008', ',', 'u', '.', '.', 'sent', 'strong', 'message', 'vladimir', 'putin', 'sending', 'warships', 'black', 'sea', 'airlift', '##ing', 'combat', 'troops', 'georgia', 'afghanistan', 'back', 'georgia', '.']",barely-true,mostly-true,false,true,false
357,"['[CLS]', 'georgia', 'religious', 'freedom', 'bill', 'would', 'help', 'catholic', 'institutions', ',', 'obama', '##care', ',', 'could', 'forced', 'provide', 'abortion', '-', 'inducing', 'drugs', '.']",false,pants-fire,half-true,pants-fire,half-true
358,"['[CLS]', 'one', 'staff', 'ever', 'charged', 'crime', '.']",false,true,false,half-true,false
359,"['[CLS]', 'arizona', 'spending', 'less', 'per', '-', 'capita', 'basis', 'every', 'single', 'state', 'country', 'higher', 'education', '.']",mostly-true,true,mostly-true,mostly-true,mostly-true
360,"['[CLS]', 'cost', '$', '5', 'vanilla', 'soy', 'la', '##tte', 'day', ',', 'get', 'sweet', 'health', 'insurance', 'plan', 'match', '.']",half-true,false,half-true,true,half-true
361,"['[CLS]', 'rep', '.', 'frank', 'wolf', 'voted', 'allow', 'terror', 'suspects', 'buy', 'guns', '.']",half-true,barely-true,barely-true,barely-true,barely-true
362,"['[CLS]', 'says', 'donald', 'trump', 'gall', 'say', 'prisoners', 'war', 'like', 'john', 'mccain', '##t', 'heroes', '.']",half-true,true,mostly-true,half-true,mostly-true
363,"['[CLS]', 'first', 'time', 'state', ',', 'one', 'first', 'times', 'country', ',', 'benefit', 'reductions', '.', '.', '.', 'happened', 'people', 'retired', '.']",half-true,mostly-true,mostly-true,mostly-true,mostly-true
364,"['[CLS]', 'access', '12', ',', '000', 'women', 'use', 'planned', 'parent', '##hood', '-', '-', 'right', 'choose', ',', 'basic', 'health', 'care', '-', '-', 'taken', 'away', 'wisconsin', 'gov', '.', 'scott', 'walker', 'lt', '.', 'gov', '.', 'rebecca', 'k', '##lee', '##fi', '##sch', '.']",mostly-true,half-true,half-true,pants-fire,half-true
365,"['[CLS]', 'says', 'mark', 'warner', 'told', 'pol', '##iti', '##fa', '##ct', 'nationals', 'lie', 'year', '2013', '.']",false,half-true,false,pants-fire,false
366,"['[CLS]', 'serious', 'voter', 'fraud', 'california', '.']",pants-fire,pants-fire,false,pants-fire,false
367,"['[CLS]', 'house', '-', 'passed', 'budget', 'proposal', 'could', 'cut', 'funding', 'programs', 'help', 'keep', 'local', 'neighborhoods', 'safe', ',', 'slash', '$', '1', '.', '7', 'million', 'anti', '-', 'terror', 'funds', 'ohio', '.']",true,half-true,half-true,half-true,half-true
368,"['[CLS]', 'says', 'rhode', 'island', 'lottery', 'proposed', ',', 'state', 'residents', 'en', '##tic', '##ed', 'vote', 'promise', 'money', 'would', 'used', 'education', '.']",false,true,mostly-true,true,mostly-true
369,"['[CLS]', 'cb', '##o', 'reports', 'delaying', 'obama', '##care', 'individual', 'mandate', 'reduce', 'deficit', '$', '35', 'billion', 'ten', 'years', '.']",mostly-true,barely-true,half-true,barely-true,half-true
370,"['[CLS]', 'voted', 'best', 'specialty', 'plate', 'america']",barely-true,false,half-true,false,half-true
371,"['[CLS]', '##t', 'allow', 'filming', 'inside', 'city', 'hall', 'unless', 'specific', 'reason', '.']",false,half-true,half-true,half-true,half-true
372,"['[CLS]', 'says', 'democrats', 'rack', '##ed', '$', '1', 'billion', 'state', 'deficit', ',', 'republicans', 'bill', 'ob', '##rien', 'balanced', 'budget', '.']",false,barely-true,barely-true,barely-true,barely-true
373,"['[CLS]', 'ia', '##ea', ',', 'international', 'atomic', 'energy', 'agency', ',', 'last', 'month', 'said', 'iranian', '##s', 'currently', 'living', 'obligations', '.']",mostly-true,false,false,false,false
374,"['[CLS]', 'says', 'matt', 'wand', 'sided', 'anti', '-', 'choice', 'activists', 'restrict', 'access', 'reproductive', 'health', 'care', 'services', '.']",half-true,barely-true,barely-true,barely-true,barely-true
375,"['[CLS]', 'president', 'barack', 'obama', ',', '##ve', 'got', 'lowest', 'labor', 'force', 'participation', 'three', 'decades', ',', 'since', '1978', '.']",mostly-true,barely-true,mostly-true,barely-true,mostly-true
376,"['[CLS]', 'ohio', '##s', 'electricity', 'rates', '10', 'percent', 'national', 'average', '.']",mostly-true,mostly-true,mostly-true,mostly-true,mostly-true
377,"['[CLS]', 'last', '50', 'years', ',', '(', 'federal', 'government', ')', 'balanced', 'budget', 'five', 'times', '.']",true,false,half-true,false,half-true
378,"['[CLS]', '##ve', 'seen', 'six', 'months', 'positive', 'job', 'growth', 'private', 'sector', '.']",true,half-true,half-true,half-true,half-true
379,"['[CLS]', 'gov', '.', 'pen', '##ce', 'said', ',', 'ina', '##rg', '##ua', '##bly', ',', 'vladimir', 'putin', 'better', 'leader', 'president', 'obama', '.']",mostly-true,half-true,half-true,half-true,half-true
380,"['[CLS]', 'left', 'washington', ',', '$', '5', 'trillion', 'surplus', '.']",barely-true,half-true,half-true,half-true,half-true
381,"['[CLS]', 'grandfather', 'came', 'country', 'back', '1925', ',', 'government', 'benefits', '.']",false,false,false,false,false
382,"['[CLS]', 'says', ',', '-', '205', ',', 'six', 'miles', 'runs', 'district', ',', 'already', 'carries', 'traffic', '-', '5', '.']",true,barely-true,half-true,barely-true,half-true
383,"['[CLS]', 'lowest', 'net', 'worth', 'american', 'president', '20th', 'century', 'took', 'office', '.']",half-true,mostly-true,mostly-true,mostly-true,mostly-true
384,"['[CLS]', ""'"", 'candidate', 'fight', 'national', 'catastrophe', 'fund', 'reduce', 'insurance', 'rates', '.']",mostly-true,false,false,false,false
385,"['[CLS]', 'liberia', 'produce', 'less', 'one', '-', 'third', 'much', 'electricity', 'dallas', 'cowboys', 'football', 'stadium', 'consume', '##s', 'peak', 'times', '.']",mostly-true,mostly-true,mostly-true,mostly-true,mostly-true
386,"['[CLS]', 'last', 'major', 'oil', 'spill', 'drilling', 'accident', 'america', 'happened', '40', 'years', 'ago', '1969', '.']",false,true,true,true,true
387,"['[CLS]', 'borrowing', '20', '%', '(', 'federal', ')', 'budget', '.']",half-true,false,false,false,false
388,"['[CLS]', 'med', '##ica', '##id', 'expansion', 'going', 'cost', 'florida', '$', '1', '.', '9', 'billion', 'year', '.']",false,false,half-true,false,half-true
389,"['[CLS]', 'year', '2000', '2006', ',', '(', 'insurance', ')', 'premium', '##s', 'country', 'doubled', '.']",mostly-true,mostly-true,mostly-true,mostly-true,mostly-true
390,"['[CLS]', 'says', 'rand', 'paul', 'denied', 'put', 'forward', 'bill', '.', '.', '.', 'zero', 'foreign', 'aid', 'specifically', 'spoke', 'israel', '.']",half-true,half-true,half-true,half-true,half-true
391,"['[CLS]', 'long', 'historical', 'precedent', 'supreme', 'court', 'fewer', 'justices', '.']",barely-true,false,false,true,false
392,"['[CLS]', '(', 'george', ')', 'le', '##mie', '##ux', 'never', 'requested', 'single', 'ear', '##mark', 'pushed', 'ban', '.']",half-true,half-true,half-true,half-true,half-true
393,"['[CLS]', 'know', 'truman', 'said', ',', 'want', 'friend', 'washington', ',', 'buy', 'dog', '.']",false,true,true,true,true
394,"['[CLS]', 'milwaukee', 'county', 'government', 'employees', 'pay', 'much', 'health', 'care', 'city', 'milwaukee', 'state', 'wisconsin', 'employees', '.']",half-true,false,false,false,false
395,"['[CLS]', 'senator', '##me', '##y', 'stood', 'wall', 'street', '.', 'wanted', 'pri', '##vati', '##ze', 'social', 'security', 'invest', 'stock', 'market', '.', 'wall', 'street', 'would', 'make', 'billions', 'fees', 'even', 'stock', 'market', 'crashed', '.']",mostly-true,barely-true,barely-true,barely-true,barely-true
396,"['[CLS]', ""'"", '""', 'common', 'knowledge', '""', 'al', '-', 'q', '##aid', '##a', 'receiving', 'training', 'iran', '.']",false,true,half-true,half-true,half-true
397,"['[CLS]', 'iv', '##e', 'got', 'spending', ',', 'iv', '##e', 'got', 'debt', 'little', 'bit', ',', 'iv', '##e', 'got', 'reserves', '.']",mostly-true,mostly-true,mostly-true,mostly-true,mostly-true
398,"['[CLS]', 'talk', '(', 'raising', ')', 'minimum', 'wage', '.', '.', '.', 'half', 'republicans', '##ag', '##ree', '.']",mostly-true,mostly-true,mostly-true,half-true,mostly-true
399,"['[CLS]', 'says', 'president', 'barack', 'obama', '##s', '##turn', '##ing', 'mexico', 'city', 'policy', 'means', 'federal', 'tax', 'dollars', 'used', 'fund', 'abortion', 'world', '.']",barely-true,false,false,false,false
400,"['[CLS]', 'half', 'science', ',', 'technology', ',', 'engineering', 'mathematics', 'students', 'receiving', 'advanced', 'degrees', 'citizens', 'united', 'states', 'america', '.']",half-true,mostly-true,mostly-true,mostly-true,mostly-true
401,"['[CLS]', 'last', 'quarter', ',', 'announced', ',', 'gross', 'domestic', 'product', 'zero', '.', 'ever', 'heard', '?', 'never', 'zero', '.']",pants-fire,pants-fire,false,false,false
402,"['[CLS]', 'unlike', ',', 'congress', 'gets', 'keep', '$', '11', ',', '000', 'year', 'taxpayer', 'subsidies', 'obama', '##care', '.']",half-true,barely-true,barely-true,barely-true,barely-true
403,"['[CLS]', '2010', 'dream', 'act', 'failed', 'despite', 'strong', 'bi', '##partisan', 'support', '.']",barely-true,mostly-true,mostly-true,mostly-true,mostly-true
404,"['[CLS]', 'george', 'w', '.', 'bush', 'period', ',', '13', 'attacks', 'various', 'em', '##bas', '##sies', 'consulate', '##s', 'around', 'world', '.', 'sixty', 'people', 'died', '.']",mostly-true,mostly-true,mostly-true,mostly-true,mostly-true
405,"['[CLS]', 'says', 'texas', 'high', 'school', 'graduation', 'rates', '-', 'time', 'high', '##the', 'third', '-', 'highest', 'nation', '##w', '##hic', '##h', 'represents', 'significant', 'turn', '##around', 'short', 'years', 'ago', '.']",mostly-true,half-true,half-true,half-true,half-true
406,"['[CLS]', 'public', 'display', 'long', 'rifle', 'perfectly', 'legal', 'texas', '.']",true,mostly-true,false,barely-true,false
407,"['[CLS]', 'says', 'transportation', 'secretary', 'ray', 'la', '##hood', 'force', 'stop', 'using', 'cell', 'phone', 'driving', '.']",false,false,false,false,false
408,"['[CLS]', 'says', 'donald', 'trump', '##s', 'tax', 'plan', 'gives', 'wealthy', 'corporations', 'bush', 'tax', 'cuts', 'least', 'factor', 'two', '.']",true,mostly-true,mostly-true,mostly-true,mostly-true
409,"['[CLS]', 'houston', 'third', '-', 'toxic', 'city', 'united', 'states', 'america', '.']",true,false,half-true,half-true,half-true
410,"['[CLS]', 'state', 'go', '##p', 'ticket', 'says', 'top', 'priority', 'career', '-', 'long', 'mission', 'outlaw', 'abortion', 'cases', 'ban', 'common', 'forms', 'birth', 'control', '.']",false,false,half-true,false,half-true
411,"['[CLS]', 'result', 'roe', 'vs', '.', 'wade', ',', 'americas', 'maternal', 'mortality', 'rate', 'dropped', 'dramatically', '.']",mostly-true,mostly-true,mostly-true,half-true,mostly-true
412,"['[CLS]', 'definitely', 'lost', 'way', 'jobs', 'texas', 'year', 'gained', 'lost', '300', ',', '000', 'jobs', 'texas', 'alone', 'year', '.']",true,half-true,half-true,half-true,half-true
413,"['[CLS]', 'planned', 'parent', '##hood', 'actually', 'women', '##s', 'health', 'issues', '.']",pants-fire,barely-true,half-true,barely-true,half-true
414,"['[CLS]', 'stimulus', 'money', 'spent', 'year', ',', 'next', 'year', ',', '2011', '.']",barely-true,true,false,mostly-true,false
415,"['[CLS]', 'holly', 'turner', '.', '.', '.', 'still', 'takes', 'homestead', '(', 'property', 'tax', ')', 'exemption', 'fort', 'worth', '.']",barely-true,true,true,true,true
416,"['[CLS]', 'mercedes', '-', 'benz', 'usa', 'moving', 'headquarters', 'atlanta', 'create', 'least', '800', 'jobs', '.']",mostly-true,true,half-true,false,half-true
417,"['[CLS]', 'fast', 'furious', 'began', 'bush', 'administration', '.']",false,half-true,half-true,half-true,half-true
418,"['[CLS]', 'says', '80', 'percent', 'north', 'carol', '##inian', '##s', 'support', 'concept', 'men', 'women', '##s', 'restroom', '##s', ',', 'changing', 'rooms', ',', 'bathrooms', ',', 'etc', '.']",half-true,mostly-true,mostly-true,false,mostly-true
419,"['[CLS]', 'says', 'alaska', 'sen', '.', 'mark', 'beg', '##ich', 'record', 'supporting', 'carbon', 'tax', ',', 'even', 'pushing', 'harry', 'reid', 'make', 'priority', '.']",barely-true,false,barely-true,false,barely-true
420,"['[CLS]', 'georgia', 'worst', 'job', 'losses', 'state', 'history', 'go', '##p', 'watch', '.']",mostly-true,half-true,half-true,half-true,half-true
421,"['[CLS]', 'house', 'health', 'care', 'bill', ',', 'government', '""', 'penal', '##ize', 'citizens', 'choose', 'buy', 'plan', 'cost', 'minimum', '$', '15', ',', '000', 'per', 'family', 'per', 'year', '.', '""']",barely-true,true,false,true,false
422,"['[CLS]', 'says', '85', 'percent', 'milwaukee', 'shooting', '##s', 'involve', 'people', 'extensive', 'criminal', 'records', 'shooting', 'people', 'extensive', 'criminal', 'records', '.']",half-true,half-true,half-true,half-true,half-true
423,"['[CLS]', 'bill', 'clinton', 'cut', 'military', 'drastically', '.']",half-true,half-true,half-true,half-true,half-true
424,"['[CLS]', 'florida', 'second', 'nation', 'un', '##ins', '##ured', '.']",mostly-true,true,true,true,true
425,"['[CLS]', 'says', 'barack', 'obama', 'endorsed', 'total', 'ban', 'manufacture', ',', 'sale', 'possession', 'handgun', '##s', '.']",barely-true,half-true,half-true,half-true,half-true
426,"['[CLS]', '75', 'percent', 'obama', '##care', 'tax', 'falls', 'middle', 'class', '.']",false,pants-fire,false,pants-fire,false
427,"['[CLS]', 'hart', '##sfield', '-', 'jackson', '##s', 'new', 'international', 'terminal', 'opening', 'within', 'budget', '.']",pants-fire,pants-fire,false,pants-fire,false
428,"['[CLS]', 'says', '92', 'percent', 'texas', 'counties', 'abortion', 'provider', '2008', '.']",mostly-true,true,mostly-true,true,mostly-true
429,"['[CLS]', 'advocating', 'new', 'requirements', 'voters', 'show', 'id', 'cards', 'polls', ',', 'republicans', 'want', 'literally', 'drag', 'us', 'way', 'back', 'jim', 'crow', 'laws', '.']",false,false,mostly-true,false,mostly-true
430,"['[CLS]', 'united', 'states', 'borrowing', '40', 'cents', 'every', 'dollar', 'spend', '.']",true,true,true,true,true
431,"['[CLS]', 'says', 'charlie', 'bass', '##feit', '##s', 'right', 'equal', 'cost', 'tv', 'ads', 'fcc', 'rules']",false,half-true,half-true,mostly-true,half-true
432,"['[CLS]', '.', '2', 'member', 'house', 'terms', 'length', 'service', '.']",true,mostly-true,true,true,true
433,"['[CLS]', 'found', 'unconstitutional', 'drug', 'test', 'elected', 'officials', 'prevents', 'us', ',', 'citizens', ',', 'first', 'amendment', 'right', '.']",false,true,true,true,true
434,"['[CLS]', 'says', 'inspector', 'general', 'irs', 'said', 'political', 'motivation', 'outside', 'influence', 'targeting', 'tax', '-', 'exempt', 'applications', 'tea', 'party', 'groups']",mostly-true,false,false,false,false
435,"['[CLS]', 'says', 'united', 'states', 'saudi', 'arabia', 'coal', '.']",mostly-true,true,false,true,false
436,"['[CLS]', 'black', 'babies', 'ab', '##orted', 'nyc', 'born', '.']",true,false,false,false,false
437,"['[CLS]', 'martin', 'luther', 'king', 'jr', '.', 'republican', '.']",false,false,false,false,false
438,"['[CLS]', 'says', 'states', 'rainy', 'day', 'fund', 'insurance', 'policy', 'major', 'natural', 'disaster', '.']",barely-true,mostly-true,half-true,mostly-true,half-true
439,"['[CLS]', 'comes', 'point', 'last', 'year', 'president', ',', 'especially', 'second', 'term', ',', 'stop', '##minating', 'supreme', 'court', 'justices', 'court', 'appeals', 'judges', '.']",false,mostly-true,false,mostly-true,false
440,"['[CLS]', 'state', 'rep', '.', 'elena', 'parent', 'supported', 'governor', 'nathan', 'deals', 'plan', 'slash', 'hope', 'scholarship', '.']",false,barely-true,half-true,barely-true,half-true
441,"['[CLS]', 'gov', '.', 'tom', 'corbett', ',', 'pennsylvania', 'ranks', '49th', 'job', 'creation', '.']",mostly-true,half-true,half-true,half-true,half-true
442,"['[CLS]', 'gov', '.', 'kit', '##zh', '##abe', '##r', ',', 'unemployment', 'rose', '65', 'percent', ',', 'state', 'spending', 'went', '57', 'percent', 'personal', 'incomes', 'declined', 'compared', 'rest', 'country', '.']",half-true,barely-true,half-true,barely-true,half-true
443,"['[CLS]', '2001', '2003', 'bush', 'tax', 'rate', 'cuts', '.', '.', '.', 'money', 'coming', 'treasury', '.']",barely-true,barely-true,mostly-true,barely-true,mostly-true
444,"['[CLS]', 'says', 'donald', 'trump', 'record', 'extensively', 'supporting', '(', ')', 'intervention', 'libya', '.']",mostly-true,mostly-true,mostly-true,mostly-true,mostly-true
445,"['[CLS]', 'says', 'rick', 'scott', 'cut', 'education', 'pay', 'even', 'tax', 'breaks', 'big', ',', 'powerful', ',', 'well', '-', 'connected', 'corporations', '.']",half-true,mostly-true,half-true,mostly-true,half-true
446,"['[CLS]', 'says', 'ron', 'johnson', '##ifies', 'support', 'trade', 'agreements', 'saying', 'u', '.', '.', 'trade', 'adjustment', 'assistance', 'program', 'displaced', 'workers', ',', 'voted', 'eliminate', '.']",barely-true,half-true,half-true,half-true,half-true
447,"['[CLS]', 'night', 'wisconsin', 'state', 'senate', 'vote', 'budget', 'package', ',', 'mob', 'showed', 'busted', 'door', 'took', 'capitol', '.']",half-true,false,false,false,false
448,"['[CLS]', 'last', '24', 'months', ',', '10', 'rural', 'texas', 'hospitals', 'forced', 'shut', 'doors', 'state', 'leaders', 'chose', 'expand', 'med', '##ica', '##id', '.']",barely-true,mostly-true,mostly-true,mostly-true,mostly-true
449,"['[CLS]', 'says', 'texas', 'dead', 'last', 'support', 'mental', 'health', '.']",mostly-true,mostly-true,mostly-true,mostly-true,mostly-true
450,"['[CLS]', 'says', 'chuck', 'ha', '##gel', 'called', 'end', 'nuclear', 'program', '.']",barely-true,half-true,half-true,half-true,half-true
451,"['[CLS]', 'ted', 'cruz', 'defended', 'chinese', 'company', 'stole', 'invention', 'american', 'inventor', '.']",mostly-true,mostly-true,mostly-true,mostly-true,mostly-true
452,"['[CLS]', 'born', ',', 'less', '10', 'percent', 'federal', 'budget', 'en', '##ti', '##tlement', 'spending', '.', '60', 'percent', 'budget', '.']",half-true,mostly-true,half-true,true,half-true
453,"['[CLS]', 'rhode', 'island', 'highest', 'percentage', 'un', '##ins', '##ured', 'adults', 'state', 'new', 'england', '.']",mostly-true,true,true,true,true
454,"['[CLS]', 'z', '##ika', 'mosquito', '##es', '##t', 'catch', '.']",mostly-true,false,half-true,false,half-true
455,"['[CLS]', 'pine', '##llas', 'county', 'voters', 'elected', 'chief', 'financial', 'officer', '(', ')', 'elected', '(', ')', 'governor', 'four', 'years', 'ago', '.']",true,true,true,true,true
